Date,AGG,EEM,EFA,GLD,IEF,IWM,LQD,QQQ,SPY,TLT,VNQ,XLF
2004-11-19,-0.0020432822778143622,-0.014296558295116002,-0.006474772950560204,0.00901301715986258,-0.005480211039901928,-0.010652437469322096,-0.00524416141283135,-0.015525250364081367,-0.011117235593197439,-0.007980620729698074,-0.010336167794147477,-0.012807569149243192
2004-11-22,0.0015599878418284252,0.003903038598794595,0.0029323412199302457,0.0037963820517381563,0.0007037041435260516,0.010603574548214256,-0.0004475301475378446,0.009565556991713242,0.004769370400570683,0.005211787474859841,0.006900926534512575,0.005804110339335811
2004-11-23,-0.0005841206474646032,0.0017337057950934653,0.0019497547610287658,-0.004449405106670246,-0.0009374028204917062,0.0062148866469118325,0.0012513904115778463,-0.0015361460826713857,0.0015262448018122932,0.0012400523332980473,0.00426027368982651,0.0023757161286099837
2004-11-24,0.0009747342080612675,0.010646524874113883,0.004539309439693051,0.006703893565598751,0.001407187567034951,0.006015738270805926,-8.865149810244333e-05,0.008720304492176645,0.002369414205946496,0.0,0.01733650099379025,0.004063969765844
2004-11-26,-0.0029212096515824904,0.016605810714454217,0.0058099214016476,0.005327451332548749,-0.0036304993998654833,0.0006377490222502225,-0.0035716142768403847,-0.003051566234966052,-0.0007600152232022372,-0.0065294685776197126,-0.0010877646765418136,0.0006745564550114658
2004-11-29,-0.0027331570056419174,-0.006125426980280402,0.0032093703805915474,0.002428805655286581,-0.005993884389962956,0.0035855564967763875,-0.007886421549848865,-0.0002551523268602418,-0.0045623184747115575,-0.010651624072783639,-0.003629801719921666,-0.004718894058396872
2004-11-30,0.0004895110520246604,0.0018491237438504893,-0.006717619812147468,-0.00616745781020589,-0.0009454139255347105,0.0073839436714444595,0.0012645505932948886,-0.0020405878662070887,0.0006789044680315381,-0.0042378147539924305,0.0054648427116277265,-0.001015550738728055
2004-12-01,-0.003749790594116287,0.007638554570180922,0.01739115413137937,0.005762458829464467,-0.000331922497327386,0.009300592445390832,-0.0005980287886588886,0.020450027316558428,0.011366570756673022,-0.0015594826123568328,0.019383338624947566,0.019660689689661393
2004-12-02,0.001872524671391096,-0.0014755477624968094,-0.001582943105818857,-0.009475546387280875,-0.0022558529202320043,-0.0014057092398915838,-0.0031701330863241894,0.0037574040617374127,0.0008385710854852402,-0.004048775121871961,-0.008529695057642561,-0.001662134722867581
2004-12-03,0.005801497738979977,0.004535262131971196,0.005960919159049283,0.014460460514998497,0.009997113117787393,-0.0018767589167442145,0.005634995225465733,0.0014974932677025432,-0.0006708250750701028,0.015564873390280898,0.013443084298542685,-0.00033339977364765794
2004-12-06,0.0010748446597190764,-0.0014208191682374416,-0.006114042520761642,-0.00942983156939825,0.001885363826989117,-0.004701036944645853,0.0028025154497182125,0.0034882138063785373,-0.00033478485737670205,0.00342939426339095,0.0047754676592095535,-0.0006658233304015493
2004-12-07,0.0013674409559256695,-0.015339575359209268,-0.0054547270881483145,-0.0013282612580445274,-0.00011822309508224826,-0.01755349368217951,0.00234311954415678,-0.01713402414135934,-0.009311235504425697,0.0012543703987151211,-0.012673550696602365,-0.008333314342826359
2004-12-08,0.003413062486577134,-0.005261995979254697,-0.0007016994714619251,-0.02438488747362011,0.00741148995311347,0.011137056596653983,0.0034170347379298693,0.005810905576890679,0.005842248665331562,0.015595346462341064,0.0026737245102670393,0.002689217007215694
2004-12-09,-0.0013599153302875644,-0.016284035828792898,-0.0041481567811330056,-0.005226074778644008,-0.00233492805928992,-0.007607052330450115,0.002330959329359672,0.006028867618033562,0.0035358435317416337,-0.006612830861308594,0.007290376376588137,0.005363526535886232
2004-12-10,-0.0012662376679540843,-0.0010010546638948847,-0.00980419035584712,-0.0077661069453631715,0.001521674012044949,0.0076653631490568586,0.00044633641224711695,-0.002996594548346443,0.0010063971673384131,0.002481843732166089,0.008473150891508352,0.0016671226908115955
2004-12-13,0.001462410158768579,0.015197724914492117,0.015078598434953294,0.010819549621581936,0.0007004805282355697,0.010934982163632201,0.0019658869829610737,0.008765347272261304,0.008715328315086923,0.0021376333729172803,-0.0028006253641545964,0.006657811305097461
2004-12-14,0.0009730091592721202,0.009200186688010481,0.00031903960800061526,-0.008198601949500617,0.001752435576183764,0.005408430282889176,0.00044597729434303623,0.004965023584366346,0.0034894314911568802,0.003931597321093161,-0.0008781466747593836,0.0033065617920948753
2004-12-15,0.002236245198867115,0.01385561194874918,0.00605500328162778,0.010103385743157833,0.0036128749384887193,0.00834161322587823,0.005349897977821261,-0.0037046455007689882,0.0007450416700383045,0.009060916741849612,0.0019326290780758981,0.005273727295831865
2004-12-16,-0.003879722113368622,-0.005029569718154714,-0.006335579183075812,-0.00704708709849311,-0.0076665201612708955,-0.007808986915559868,-0.008601734681975448,-0.009422716185760072,-0.0005792116308985795,-0.014744921881009287,-0.009117702562726149,-0.006884953674619831
2004-12-17,-0.0024339986794841284,-0.0022977307660714263,-0.0028687102481194104,0.011675785667812244,-0.0012875597290957774,-0.0040516853400288655,0.0010729778798845846,-0.002552741187934915,-0.0066699385460976535,-0.0013497541828293436,0.011325326149400183,-0.0030892975192130523
2004-12-20,0.0009751026787336858,0.013050099379086522,0.00914308080396009,0.003394467765116538,0.0011732149876491071,-0.0011739537339505723,-0.0007152685103496426,-0.0068405554743591335,0.0002510406510709551,0.0018026994521458395,-0.0034990969154515827,-0.0016660333321060206
2004-12-21,0.0,0.00959878087275401,0.007033076789201287,-0.002706335847357022,0.0014038908256455152,0.010575541172906266,0.00044709387784180876,0.012245559610004841,0.007700852721497675,0.003036639595809021,0.011413109529349263,0.013017557962821558
2004-12-22,0.0021456197910894037,-0.0002503112326668333,0.0015099400255840223,-0.00452285747214809,-0.0010513638295036598,0.001937604272876925,0.0010729917961367352,0.0012595092895009152,0.002409040436416765,-0.00336358496459932,0.007455892570838785,0.005601395989475844
2004-12-23,0.0004860335466774224,0.006803834630753514,0.006563517965399113,0.005679236651527697,-0.001287883121945721,0.0025685731504423437,0.0017860581015862742,0.0007552501988581373,0.0007459425394982233,-0.003263530674710746,-0.00757694466354264,0.0019655032215506463
2004-12-27,-0.0037932326758928214,-0.0007548661152659841,0.007858007870827466,0.004743597973824398,-0.004218523150941289,-0.006425192860948892,-0.0053483036808492646,-0.004275359083262598,-0.0020704870799203023,-0.007788298169467689,-0.007457299619489599,-0.005232307605053443
2004-12-28,-0.00048801072809279145,0.00518720237565895,0.006665220714341391,-0.0024730353301175567,-0.00011788529210210452,0.013244955982221196,0.0010772009160560092,0.009598256895552604,0.005476202474472336,-0.0007962594935991829,0.0037567899036123897,0.004602232511839777
2004-12-29,-0.00019487769187997994,0.005510317427810829,-0.004809576729881915,-0.016001782771341122,-0.002000114908423445,-7.704382232420759e-05,-0.001523255974400839,0.0012508188220263783,0.0014858227322247508,-0.0010256329237012807,0.005702797584658192,-0.0022903404688873197
2004-12-30,0.0020510163953986194,-0.0025412783388674143,0.00012597804850589256,0.0038937696801815136,0.0037729221661504386,-0.0035367547931046683,0.0035860471993531817,-0.0007497772178348683,-0.001896017714082321,0.006725158111351659,0.0047844740224456395,0.0013118206475526417
2004-12-31,0.0013107188587191398,0.008242495475340617,0.005647249591132608,-0.0006845218512604445,0.0011903490823799157,-0.0006174945994554815,0.00010729570178025227,-0.0017500473854683563,-0.0021462291918368237,0.006307220685532355,-0.0026451368488303872,0.0
2005-01-03,0.0,-0.010404122609767863,-0.007176219032050235,-0.017808191618343572,0.002001592987715073,-0.01297313697320246,0.006455515780286802,-0.010521381006870723,-0.004715390068816827,0.002145479785122806,-0.011671223131677011,-0.0036031612521834067
2005-01-04,-0.0009761688483506115,-0.030788459936534673,-0.019170353475811974,-0.006508572206357255,-0.006226164174287452,-0.021435863291106805,-0.005611950335409843,-0.018227471150649044,-0.01221987758152121,-0.010479744671678892,-0.015029683738373323,-0.009532557768010097
2005-01-05,-0.00039166201223250763,-0.012241611953570097,-0.0006404432633092538,-0.0016378920629933624,0.0016539846466596675,-0.019987909948984695,0.0008063680491212644,-0.006188972671588022,-0.006900348055577599,0.0053518339055229625,-0.03324212283387806,-0.00166016865167673
2005-01-06,0.0006850961774103048,-0.0006800168687415287,0.0,-0.012186469776904074,0.0009449783577848425,0.005302808265281511,0.0007160086779203212,-0.004930052866169765,0.005084512508186645,0.0006796193178684184,0.007703669170627148,0.004987123828798623
2005-01-07,-0.0002930799180101973,0.0019360914582113864,-0.004488731493459297,-0.007354717961295498,-0.000826419322523253,-0.011117516095768387,-0.000447036355410213,0.0052153266657160025,-0.0014334347493712984,0.0022644544686216683,-0.0022376274136659546,-0.0052928854553533355
2005-01-10,-0.0004891420126825752,0.0012534588481951658,0.004508971053831745,0.0026290776756787704,-0.00011776421684317473,0.010176025101519492,-0.0017014044013770047,-0.0005191052180456568,0.004728284366711577,0.00158103618666261,-0.0031768044668982753,0.000997161568001781
2005-01-11,0.001369164077910101,-0.001877732133005905,-0.0019238380838615399,0.006197814464949936,0.0020071053938430783,-0.012185400034461003,0.0023316611768944284,-0.007007207878063082,-0.006890959876469149,0.005863803803847878,-0.010123453585373698,-0.0043186298427765335
2005-01-12,0.0014653390672478839,0.012281098496123022,0.008030657576545419,0.009239502442725867,0.0015307178041834568,0.004111988283595158,0.0009834627733777968,0.008363495299595458,0.0033002266990604934,0.0013450507438712567,-0.00473537199735774,-0.0013349398429906012
2005-01-13,0.002438537627631243,-0.004129981327797627,-0.008603920764886808,0.0,0.003999106257374319,-0.003030435134716347,0.002680451650194371,-0.013219185727554206,-0.008011617043908514,0.009628124114737346,0.0,-0.009688981009386977
2005-01-14,-0.003600906467957077,0.017884885671896722,0.004821559054765778,-0.00657274153347609,-0.0005854122482891189,0.009528496334111791,0.0011588695362536594,0.009456068724765121,0.005270521197259903,-0.00010963379480055657,0.012369300108546089,0.003374023661357306
2005-01-18,0.0026366361197833754,-0.0017825264440956001,0.0007677718495100461,0.0,-0.0003528438424569291,0.011881336712228352,0.0005335326832025533,0.00754675046385378,0.010402452255272365,0.0033261174833252305,0.009774729360977341,0.015803479937560816
2005-01-19,0.0014612752654594718,-0.01377557830665932,-0.010356800657972065,-0.001417801836571253,0.0005868998238049983,-0.0143143101839458,0.0015123306830433503,-0.01652942385738143,-0.0104628306437492,0.002873809717374831,0.0009302455184641012,-0.009930555300729171
2005-01-20,0.001361019674495978,-0.012415650137257317,-0.006653927259983039,-0.0002365906751138347,0.0017578701088343252,-0.0059558841343374525,-0.0017760713531895789,-0.019169929932459584,-0.006090386943826909,0.0019842988338807377,-0.003160834843878302,-0.007354924876467939
